Equipment_ID,Date,Planned_Production_Time_min,Run_Time_min,Ideal_Cycle_Time_min,Total_Count,Good_Count
EQ-1005,2025-06-20,480,443,1.47,387,386
EQ-1005,2025-06-21,480,425,1.07,312,300
EQ-1005,2025-06-22,480,426,0.94,351,351
EQ-1005,2025-06-23,480,435,1.32,257,255
EQ-1005,2025-06-24,480,475,1.06,322,310
EQ-1005,2025-06-25,480,421,1.36,288,288
EQ-1005,2025-06-26,480,463,1.06,286,278
EQ-1005,2025-06-27,480,423,1.35,334,333
EQ-1005,2025-06-28,480,438,0.97,363,352
EQ-1005,2025-06-29,480,447,1.46,341,340
EQ-1006,2025-01-01,480,424,1.15,388,379
EQ-1006,2025-01-02,480,438,0.94,384,372
EQ-1006,2025-01-03,480,466,1.14,317,306
EQ-1006,2025-01-04,480,443,1.0,252,239
EQ-1006,2025-01-05,480,443,1.26,378,373
EQ-1006,2025-01-06,480,471,0.88,382,382
EQ-1006,2025-01-07,480,461,1.46,358,344
EQ-1006,2025-01-08,480,477,1.11,318,318
EQ-1006,2025-01-09,480,439,1.45,276,269
EQ-1006,2025-01-10,480,423,1.17,270,258
EQ-1006,2025-01-11,480,449,1.38,304,291
EQ-1006,2025-01-12,480,435,1.37,382,379
EQ-1006,2025-01-13,480,442,1.05,355,346
EQ-1006,2025-01-14,480,472,0.96,362,358
EQ-1006,2025-01-15,480,442,0.85,358,356
EQ-1006,2025-01-16,480,439,0.94,367,363
EQ-1006,2025-01-17,480,465,1.42,325,319
EQ-1006,2025-01-18,480,459,1.32,306,292
EQ-1006,2025-01-19,480,449,1.01,336,324
EQ-1006,2025-01-20,480,436,1.29,361,355
EQ-1006,2025-01-21,480,479,0.92,353,349
EQ-1006,2025-01-22,480,451,1.17,357,356
EQ-1006,2025-01-23,480,464,0.91,282,269
EQ-1006,2025-01-24,480,434,1.09,371,362
EQ-1006,2025-01-25,480,467,0.87,277,267
EQ-1006,2025-01-26,480,462,0.92,296,291
EQ-1006,2025-01-27,480,457,1.03,375,364
EQ-1006,2025-01-28,480,448,1.23,386,372
EQ-1006,2025-01-29,480,471,1.1,268,266
EQ-1006,2025-01-30,480,468,1.09,347,345
EQ-1006,2025-01-31,480,468,1.41,342,328
EQ-1006,2025-02-01,480,452,1.29,313,301
EQ-1006,2025-02-02,480,464,1.11,337,328
EQ-1006,2025-02-03,480,432,0.94,318,309
EQ-1006,2025-02-04,480,442,1.28,307,307
EQ-1006,2025-02-05,480,438,1.09,311,311
EQ-1006,2025-02-06,480,452,0.85,380,366
EQ-1006,2025-02-07,480,465,1.24,275,264
EQ-1006,2025-02-08,480,425,0.81,322,315
EQ-1006,2025-02-09,480,430,1.39,335,327
EQ-1006,2025-02-10,480,474,0.89,367,359
EQ-1006,2025-02-11,480,479,1.12,332,330
EQ-1006,2025-02-12,480,470,1.08,264,262
EQ-1006,2025-02-13,480,441,0.85,279,271
EQ-1006,2025-02-14,480,449,0.81,377,376
EQ-1006,2025-02-15,480,434,0.83,255,244
EQ-1006,2025-02-16,480,453,1.18,285,271
EQ-1006,2025-02-17,480,463,1.18,298,286
EQ-1006,2025-02-18,480,466,1.06,294,289
EQ-1006,2025-02-19,480,452,0.96,372,363
EQ-1006,2025-02-20,480,467,1.11,252,247
EQ-1006,2025-02-21,480,477,1.06,308,302
EQ-1006,2025-02-22,480,423,1.12,365,355
EQ-1006,2025-02-23,480,451,1.04,345,335
EQ-1006,2025-02-24,480,472,0.95,311,311
EQ-1006,2025-02-25,480,425,0.8,373,372
EQ-1006,2025-02-26,480,423,1.18,385,377
EQ-1006,2025-02-27,480,442,1.18,361,349
EQ-1006,2025-02-28,480,462,1.27,348,344
EQ-1006,2025-03-01,480,474,1.23,278,268
EQ-1006,2025-03-02,480,475,1.26,376,365
EQ-1006,2025-03-03,480,450,1.32,394,388
EQ-1006,2025-03-04,480,445,1.22,313,304
EQ-1006,2025-03-05,480,469,1.4,311,302
EQ-1006,2025-03-06,480,427,1.13,262,252
EQ-1006,2025-03-07,480,424,1.07,353,343
EQ-1006,2025-03-08,480,451,0.97,379,366
EQ-1006,2025-03-09,480,466,1.44,293,283
EQ-1006,2025-03-10,480,469,1.19,251,250
EQ-1006,2025-03-11,480,449,1.11,272,271
EQ-1006,2025-03-12,480,424,1.1,311,306
EQ-1006,2025-03-13,480,451,0.98,310,310
EQ-1006,2025-03-14,480,435,0.99,398,389
EQ-1006,2025-03-15,480,459,0.95,349,343
EQ-1006,2025-03-16,480,426,0.84,381,375
EQ-1006,2025-03-17,480,444,0.93,333,324
EQ-1006,2025-03-18,480,480,1.32,277,270
EQ-1006,2025-03-19,480,460,1.12,271,266
EQ-1006,2025-03-20,480,421,1.42,328,324
EQ-1006,2025-03-21,480,425,0.83,383,375
EQ-1006,2025-03-22,480,443,0.94,353,341
EQ-1006,2025-03-23,480,448,0.87,257,247
EQ-1006,2025-03-24,480,461,1.2,287,277
EQ-1006,2025-03-25,480,449,1.43,280,270
EQ-1006,2025-03-26,480,446,1.27,358,348
EQ-1006,2025-03-27,480,468,1.2,393,381
EQ-1006,2025-03-28,480,427,0.89,398,396
EQ-1006,2025-03-29,480,446,1.2,297,293
EQ-1006,2025-03-30,480,449,0.81,363,363
EQ-1006,2025-03-31,480,465,1.02,348,346
EQ-1006,2025-04-01,480,462,1.09,374,365
EQ-1006,2025-04-02,480,462,1.21,310,298
EQ-1006,2025-04-03,480,438,1.11,323,311
EQ-1006,2025-04-04,480,458,1.21,297,295
EQ-1006,2025-04-05,480,426,1.45,359,358
EQ-1006,2025-04-06,480,430,1.23,308,304
EQ-1006,2025-04-07,480,427,1.11,299,296
EQ-1006,2025-04-08,480,449,1.36,263,253
EQ-1006,2025-04-09,480,426,1.12,395,385
EQ-1006,2025-04-10,480,470,1.4,369,363
EQ-1006,2025-04-11,480,440,0.92,382,376
EQ-1006,2025-04-12,480,427,1.25,338,330
EQ-1006,2025-04-13,480,474,0.99,332,332
EQ-1006,2025-04-14,480,469,1.22,392,385
EQ-1006,2025-04-15,480,467,0.83,342,329
EQ-1006,2025-04-16,480,426,0.84,361,361
EQ-1006,2025-04-17,480,427,0.92,261,254
EQ-1006,2025-04-18,480,425,1.28,380,369
EQ-1006,2025-04-19,480,479,1.47,262,250
EQ-1006,2025-04-20,480,427,1.2,315,312
EQ-1006,2025-04-21,480,438,1.21,357,350
EQ-1006,2025-04-22,480,441,0.84,257,245
EQ-1006,2025-04-23,480,429,0.96,377,374
EQ-1006,2025-04-24,480,474,0.97,311,301
EQ-1006,2025-04-25,480,472,1.15,337,323
EQ-1006,2025-04-26,480,464,1.5,286,277
EQ-1006,2025-04-27,480,473,1.24,368,360
EQ-1006,2025-04-28,480,435,1.46,366,353
EQ-1006,2025-04-29,480,469,1.03,302,296
EQ-1006,2025-04-30,480,451,1.37,313,304
EQ-1006,2025-05-01,480,431,1.01,260,259
EQ-1006,2025-05-02,480,422,1.09,307,306
EQ-1006,2025-05-03,480,471,1.13,351,344
EQ-1006,2025-05-04,480,461,0.85,264,260
EQ-1006,2025-05-05,480,441,1.48,375,367
EQ-1006,2025-05-06,480,441,0.88,305,299
EQ-1006,2025-05-07,480,451,0.95,385,373
EQ-1006,2025-05-08,480,453,0.81,387,381
EQ-1006,2025-05-09,480,449,1.05,374,362
EQ-1006,2025-05-10,480,477,1.48,275,270
EQ-1006,2025-05-11,480,425,0.9,376,369
EQ-1006,2025-05-12,480,426,0.86,379,365
EQ-1006,2025-05-13,480,476,1.29,295,282
EQ-1006,2025-05-14,480,435,1.13,259,252
EQ-1006,2025-05-15,480,458,1.02,361,350
EQ-1006,2025-05-16,480,439,0.86,306,300
EQ-1006,2025-05-17,480,468,1.0,258,253
EQ-1006,2025-05-18,480,469,1.04,267,265
EQ-1006,2025-05-19,480,466,1.34,392,383
EQ-1006,2025-05-20,480,449,0.83,262,262
EQ-1006,2025-05-21,480,454,1.42,397,388
EQ-1006,2025-05-22,480,469,1.17,326,318
EQ-1006,2025-05-23,480,446,1.14,320,312
EQ-1006,2025-05-24,480,442,1.36,393,387
EQ-1006,2025-05-25,480,441,1.12,338,325
EQ-1006,2025-05-26,480,444,0.94,330,330
EQ-1006,2025-05-27,480,421,1.16,326,318
EQ-1006,2025-05-28,480,477,1.14,344,339
EQ-1006,2025-05-29,480,468,1.48,321,313
EQ-1006,2025-05-30,480,428,1.26,369,358
EQ-1006,2025-05-31,480,427,1.0,380,368
EQ-1006,2025-06-01,480,443,1.38,399,387
EQ-1006,2025-06-02,480,424,1.48,321,308
EQ-1006,2025-06-03,480,471,1.35,281,279
EQ-1006,2025-06-04,480,422,1.06,325,325
EQ-1006,2025-06-05,480,429,1.39,318,305
EQ-1006,2025-06-06,480,460,1.27,280,267
EQ-1006,2025-06-07,480,477,1.41,376,371
EQ-1006,2025-06-08,480,431,0.8,376,367
EQ-1006,2025-06-09,480,445,0.84,330,325
EQ-1006,2025-06-10,480,464,1.12,392,380
EQ-1006,2025-06-11,480,454,1.01,321,320
EQ-1006,2025-06-12,480,422,0.83,321,314
EQ-1006,2025-06-13,480,444,0.97,262,256
EQ-1006,2025-06-14,480,479,1.13,265,259
EQ-1006,2025-06-15,480,442,1.33,394,381
EQ-1006,2025-06-16,480,468,1.45,343,342
EQ-1006,2025-06-17,480,433,1.27,343,339
EQ-1006,2025-06-18,480,472,1.04,365,351
EQ-1006,2025-06-19,480,428,1.13,357,343
EQ-1006,2025-06-20,480,472,0.84,306,303
EQ-1006,2025-06-21,480,446,1.39,250,239
EQ-1006,2025-06-22,480,469,1.33,258,244
EQ-1006,2025-06-23,480,454,1.31,385,378
EQ-1006,2025-06-24,480,441,0.92,314,304
EQ-1006,2025-06-25,480,442,0.94,364,354
EQ-1006,2025-06-26,480,449,0.89,266,266
EQ-1006,2025-06-27,480,458,1.19,334,327
EQ-1006,2025-06-28,480,443,1.45,335,334
EQ-1006,2025-06-29,480,440,0.81,303,296
EQ-1007,2025-01-01,480,457,1.0,364,354
EQ-1007,2025-01-02,480,441,0.82,364,363
EQ-1007,2025-01-03,480,462,1.45,266,261
EQ-1007,2025-01-04,480,443,0.93,277,276
EQ-1007,2025-01-05,480,477,1.46,364,361
EQ-1007,2025-01-06,480,423,1.05,292,289
EQ-1007,2025-01-07,480,440,1.12,307,307
EQ-1007,2025-01-08,480,421,1.04,332,323
EQ-1007,2025-01-09,480,422,1.04,353,346
EQ-1007,2025-01-10,480,448,1.39,297,290
EQ-1007,2025-01-11,480,443,1.45,363,360
EQ-1007,2025-01-12,480,465,0.84,386,372
EQ-1007,2025-01-13,480,426,1.3,280,273
EQ-1007,2025-01-14,480,447,1.48,274,260
EQ-1007,2025-01-15,480,472,0.93,367,358
EQ-1007,2025-01-16,480,462,1.33,353,344
EQ-1007,2025-01-17,480,423,1.43,254,252
EQ-1007,2025-01-18,480,446,1.46,362,348
EQ-1007,2025-01-19,480,434,0.95,293,284
EQ-1007,2025-01-20,480,461,1.08,344,343
EQ-1007,2025-01-21,480,433,1.33,381,375
EQ-1007,2025-01-22,480,456,1.28,378,373
EQ-1007,2025-01-23,480,460,1.31,380,371
EQ-1007,2025-01-24,480,460,1.1,365,360
EQ-1007,2025-01-25,480,466,1.31,365,360
EQ-1007,2025-01-26,480,466,1.46,359,356
EQ-1007,2025-01-27,480,424,1.1,270,263
EQ-1007,2025-01-28,480,438,1.07,319,319
EQ-1007,2025-01-29,480,477,1.04,296,290
EQ-1007,2025-01-30,480,446,1.21,398,387
EQ-1007,2025-01-31,480,471,1.2,289,288
EQ-1007,2025-02-01,480,423,1.03,310,306
EQ-1007,2025-02-02,480,425,1.2,304,300
EQ-1007,2025-02-03,480,476,0.86,351,339
EQ-1007,2025-02-04,480,441,0.85,251,251
EQ-1007,2025-02-05,480,453,0.82,279,269
EQ-1007,2025-02-06,480,422,0.96,339,327
EQ-1007,2025-02-07,480,453,1.32,374,369
EQ-1007,2025-02-08,480,423,1.49,352,338
EQ-1007,2025-02-09,480,456,1.1,280,277
EQ-1007,2025-02-10,480,444,1.28,271,264
EQ-1007,2025-02-11,480,439,1.23,314,306
EQ-1007,2025-02-12,480,464,1.05,398,384
EQ-1007,2025-02-13,480,465,0.85,348,336
EQ-1007,2025-02-14,480,427,1.05,266,266
EQ-1007,2025-02-15,480,464,0.95,394,389
EQ-1007,2025-02-16,480,435,1.05,255,253
EQ-1007,2025-02-17,480,466,0.93,321,309
EQ-1007,2025-02-18,480,432,1.38,276,264
EQ-1007,2025-02-19,480,476,0.99,309,304
EQ-1007,2025-02-20,480,456,1.45,298,292
EQ-1007,2025-02-21,480,455,1.22,296,292
EQ-1007,2025-02-22,480,463,1.09,308,307
EQ-1007,2025-02-23,480,468,1.03,263,250
EQ-1007,2025-02-24,480,466,0.96,293,287
EQ-1007,2025-02-25,480,462,1.23,330,328
EQ-1007,2025-02-26,480,441,0.96,371,360
EQ-1007,2025-02-27,480,474,1.02,374,374
EQ-1007,2025-02-28,480,449,0.98,314,312
EQ-1007,2025-03-01,480,444,1.33,307,294
EQ-1007,2025-03-02,480,422,0.85,317,310
EQ-1007,2025-03-03,480,477,0.82,393,380
EQ-1007,2025-03-04,480,479,1.09,277,265
EQ-1007,2025-03-05,480,466,1.19,385,378
EQ-1007,2025-03-06,480,473,1.31,294,293
EQ-1007,2025-03-07,480,442,0.84,357,355
EQ-1007,2025-03-08,480,451,1.24,306,304
EQ-1007,2025-03-09,480,476,1.33,395,394
EQ-1007,2025-03-10,480,438,1.35,309,308
EQ-1007,2025-03-11,480,425,1.43,343,338
EQ-1007,2025-03-12,480,452,1.39,357,354
EQ-1007,2025-03-13,480,463,1.44,281,272
EQ-1007,2025-03-14,480,444,0.97,371,363
EQ-1007,2025-03-15,480,422,1.43,255,248
EQ-1007,2025-03-16,480,438,1.19,355,345
EQ-1007,2025-03-17,480,477,1.48,381,367
EQ-1007,2025-03-18,480,425,0.96,382,377
EQ-1007,2025-03-19,480,461,1.36,271,271
EQ-1007,2025-03-20,480,422,1.07,260,248
EQ-1007,2025-03-21,480,469,1.35,386,375
EQ-1007,2025-03-22,480,422,1.26,267,267
EQ-1007,2025-03-23,480,462,1.46,272,263
EQ-1007,2025-03-24,480,429,1.42,318,304
EQ-1007,2025-03-25,480,453,1.18,279,271
EQ-1007,2025-03-26,480,456,0.89,361,347
EQ-1007,2025-03-27,480,426,1.36,307,294
EQ-1007,2025-03-28,480,446,1.36,274,261
EQ-1007,2025-03-29,480,470,1.22,259,257
EQ-1007,2025-03-30,480,436,0.82,398,393
EQ-1007,2025-03-31,480,469,1.01,375,374
EQ-1007,2025-04-01,480,470,0.83,303,293
EQ-1007,2025-04-02,480,428,1.09,267,265
EQ-1007,2025-04-03,480,424,1.31,393,388
EQ-1007,2025-04-04,480,469,1.35,297,288
EQ-1007,2025-04-05,480,427,1.05,381,375
EQ-1007,2025-04-06,480,454,1.18,308,298
EQ-1007,2025-04-07,480,434,1.2,321,315
EQ-1007,2025-04-08,480,421,1.16,312,305
EQ-1007,2025-04-09,480,464,1.1,292,292
EQ-1007,2025-04-10,480,455,0.96,257,253
EQ-1007,2025-04-11,480,452,0.87,277,272
EQ-1007,2025-04-12,480,458,1.24,350,337
EQ-1007,2025-04-13,480,429,0.95,320,308
EQ-1007,2025-04-14,480,478,1.14,286,274
EQ-1007,2025-04-15,480,439,1.14,268,256
EQ-1007,2025-04-16,480,429,0.95,276,270
EQ-1007,2025-04-17,480,445,1.18,274,269
EQ-1007,2025-04-18,480,476,1.09,265,264
EQ-1007,2025-04-19,480,462,1.38,279,267
EQ-1007,2025-04-20,480,427,1.29,390,380
EQ-1007,2025-04-21,480,429,0.98,271,268
EQ-1007,2025-04-22,480,430,1.02,322,316
EQ-1007,2025-04-23,480,434,1.09,319,316
EQ-1007,2025-04-24,480,449,1.35,397,389
EQ-1007,2025-04-25,480,461,1.38,331,327
EQ-1007,2025-04-26,480,459,1.26,324,320
EQ-1007,2025-04-27,480,468,1.27,293,292
EQ-1007,2025-04-28,480,474,1.49,355,341
EQ-1007,2025-04-29,480,424,0.88,377,375
EQ-1007,2025-04-30,480,428,1.15,332,318
EQ-1007,2025-05-01,480,479,1.34,365,356
EQ-1007,2025-05-02,480,442,1.23,266,253
EQ-1007,2025-05-03,480,480,1.45,356,349
EQ-1007,2025-05-04,480,474,0.89,334,331
EQ-1007,2025-05-05,480,450,0.81,299,288
EQ-1007,2025-05-06,480,434,1.13,341,341
EQ-1007,2025-05-07,480,479,0.95,355,349
EQ-1007,2025-05-08,480,462,1.22,253,242
EQ-1007,2025-05-09,480,438,0.89,289,288
EQ-1007,2025-05-10,480,439,1.47,261,259
EQ-1007,2025-05-11,480,421,1.42,298,297
EQ-1007,2025-05-12,480,453,0.8,333,328
EQ-1007,2025-05-13,480,421,1.34,374,365
EQ-1007,2025-05-14,480,440,1.46,326,319
EQ-1007,2025-05-15,480,427,1.26,296,292
EQ-1007,2025-05-16,480,461,0.89,271,263
EQ-1007,2025-05-17,480,465,1.29,276,268
EQ-1007,2025-05-18,480,469,1.04,338,337
EQ-1007,2025-05-19,480,472,1.03,325,316
EQ-1007,2025-05-20,480,421,1.24,269,263
EQ-1007,2025-05-21,480,457,1.34,373,370
EQ-1007,2025-05-22,480,424,1.14,379,365
EQ-1007,2025-05-23,480,469,1.48,278,264
EQ-1007,2025-05-24,480,442,1.21,333,321
EQ-1007,2025-05-25,480,467,1.15,387,374
EQ-1007,2025-05-26,480,423,1.39,391,390
EQ-1007,2025-05-27,480,445,1.08,285,273
EQ-1007,2025-05-28,480,445,1.31,376,364
EQ-1007,2025-05-29,480,436,1.22,345,345
EQ-1007,2025-05-30,480,478,1.28,267,262
EQ-1007,2025-05-31,480,465,0.98,358,348
EQ-1007,2025-06-01,480,430,0.95,398,391
EQ-1007,2025-06-02,480,436,1.22,389,389
EQ-1007,2025-06-03,480,435,1.39,310,304
EQ-1007,2025-06-04,480,440,0.89,293,293
EQ-1007,2025-06-05,480,476,1.12,293,292
EQ-1007,2025-06-06,480,441,0.87,365,359
EQ-1007,2025-06-07,480,448,1.0,328,318
EQ-1007,2025-06-08,480,453,0.81,348,348
EQ-1007,2025-06-09,480,468,0.98,281,274
EQ-1007,2025-06-10,480,472,1.47,284,280
EQ-1007,2025-06-11,480,479,1.19,344,339
EQ-1007,2025-06-12,480,426,1.22,338,331
EQ-1007,2025-06-13,480,442,1.14,336,326
EQ-1007,2025-06-14,480,452,1.49,337,327
EQ-1007,2025-06-15,480,461,0.86,265,263
EQ-1007,2025-06-16,480,428,1.21,376,367
EQ-1007,2025-06-17,480,452,1.01,330,329
EQ-1007,2025-06-18,480,433,1.4,257,245
EQ-1007,2025-06-19,480,446,0.89,380,369
EQ-1007,2025-06-20,480,461,1.27,357,346
EQ-1007,2025-06-21,480,477,1.29,322,316
EQ-1007,2025-06-22,480,454,1.1,268,263
EQ-1007,2025-06-23,480,421,1.23,390,378
EQ-1007,2025-06-24,480,428,1.34,301,287
EQ-1007,2025-06-25,480,473,1.36,292,290
EQ-1007,2025-06-26,480,433,0.89,291,282
EQ-1007,2025-06-27,480,453,1.0,292,280
EQ-1007,2025-06-28,480,469,1.34,288,286
EQ-1007,2025-06-29,480,439,1.13,260,251
EQ-1008,2025-01-01,480,438,1.37,287,286
EQ-1008,2025-01-02,480,429,0.99,383,370
EQ-1008,2025-01-03,480,441,1.02,314,312
EQ-1008,2025-01-04,480,434,1.18,301,296
EQ-1008,2025-01-05,480,477,1.06,260,254
EQ-1008,2025-01-06,480,469,0.93,351,338
EQ-1008,2025-01-07,480,435,1.05,366,362
EQ-1008,2025-01-08,480,456,1.31,370,358
EQ-1008,2025-01-09,480,429,1.38,303,295
EQ-1008,2025-01-10,480,474,1.27,324,324
EQ-1008,2025-01-11,480,427,1.12,260,249
EQ-1008,2025-01-12,480,453,1.19,272,271
EQ-1008,2025-01-13,480,456,1.21,306,297
EQ-1008,2025-01-14,480,467,0.84,346,343
EQ-1008,2025-01-15,480,464,0.91,279,268
EQ-1008,2025-01-16,480,466,0.87,342,330
EQ-1008,2025-01-17,480,422,1.12,351,342
EQ-1008,2025-01-18,480,429,1.26,313,308
EQ-1008,2025-01-19,480,456,1.08,313,307
EQ-1008,2025-01-20,480,463,1.46,271,271
EQ-1008,2025-01-21,480,424,0.94,323,314
EQ-1008,2025-01-22,480,443,1.22,374,373
EQ-1008,2025-01-23,480,428,1.41,250,239
EQ-1008,2025-01-24,480,477,1.27,253,253
EQ-1008,2025-01-25,480,474,0.95,253,253
EQ-1008,2025-01-26,480,457,1.22,284,277
EQ-1008,2025-01-27,480,454,1.36,372,362
EQ-1008,2025-01-28,480,453,1.21,370,369
EQ-1008,2025-01-29,480,434,1.01,265,263
EQ-1008,2025-01-30,480,444,1.41,280,277
EQ-1008,2025-01-31,480,455,0.86,297,284
EQ-1008,2025-02-01,480,451,1.13,381,368
EQ-1008,2025-02-02,480,469,1.02,315,304
EQ-1008,2025-02-03,480,428,1.38,267,258
EQ-1008,2025-02-04,480,423,0.94,250,236
EQ-1008,2025-02-05,480,475,1.49,339,327
EQ-1008,2025-02-06,480,444,1.31,335,333
EQ-1008,2025-02-07,480,424,1.1,350,337
EQ-1008,2025-02-08,480,451,1.43,261,256
EQ-1008,2025-02-09,480,460,0.82,386,381
EQ-1008,2025-02-10,480,438,0.81,278,278
EQ-1008,2025-02-11,480,429,0.89,264,263
EQ-1008,2025-02-12,480,474,0.82,267,265
EQ-1008,2025-02-13,480,450,1.43,357,347
EQ-1008,2025-02-14,480,463,1.37,317,307
EQ-1008,2025-02-15,480,457,0.99,347,335
EQ-1008,2025-02-16,480,439,1.19,376,371
EQ-1008,2025-02-17,480,422,1.35,334,328
EQ-1008,2025-02-18,480,453,1.47,391,385
EQ-1008,2025-02-19,480,472,1.09,368,368
EQ-1008,2025-02-20,480,458,0.81,399,395
EQ-1008,2025-02-21,480,471,1.35,302,292
EQ-1008,2025-02-22,480,474,1.18,371,357
EQ-1008,2025-02-23,480,462,1.11,360,358
EQ-1008,2025-02-24,480,446,1.32,278,264
EQ-1008,2025-02-25,480,468,0.84,360,355
EQ-1008,2025-02-26,480,473,1.47,316,309
EQ-1008,2025-02-27,480,477,1.39,333,319
EQ-1008,2025-02-28,480,458,0.81,294,287
EQ-1008,2025-03-01,480,467,1.16,258,247
EQ-1008,2025-03-02,480,474,1.47,320,306
EQ-1008,2025-03-03,480,432,0.83,271,264
EQ-1008,2025-03-04,480,438,1.25,250,241
EQ-1008,2025-03-05,480,431,1.21,362,354
EQ-1008,2025-03-06,480,440,0.92,361,348
EQ-1008,2025-03-07,480,475,0.92,272,262
EQ-1008,2025-03-08,480,468,1.28,274,273
EQ-1008,2025-03-09,480,422,0.86,277,276
EQ-1008,2025-03-10,480,425,0.8,341,339
EQ-1008,2025-03-11,480,441,1.09,360,352
EQ-1008,2025-03-12,480,424,1.26,317,304
EQ-1008,2025-03-13,480,473,0.87,316,307
EQ-1008,2025-03-14,480,451,1.18,273,267
EQ-1008,2025-03-15,480,427,1.14,274,271
EQ-1008,2025-03-16,480,471,1.23,331,330
EQ-1008,2025-03-17,480,469,1.18,363,349
EQ-1008,2025-03-18,480,424,0.85,363,349
EQ-1008,2025-03-19,480,442,1.25,396,394
EQ-1008,2025-03-20,480,436,0.97,263,258
EQ-1008,2025-03-21,480,426,0.96,300,290
EQ-1008,2025-03-22,480,469,1.23,268,267
EQ-1008,2025-03-23,480,422,1.31,341,330
EQ-1008,2025-03-24,480,429,1.06,277,267
EQ-1008,2025-03-25,480,446,1.41,286,277
EQ-1008,2025-03-26,480,468,0.9,329,324
EQ-1008,2025-03-27,480,465,1.23,303,298
EQ-1008,2025-03-28,480,437,1.24,295,288
EQ-1008,2025-03-29,480,441,1.31,334,325
EQ-1008,2025-03-30,480,458,0.89,314,309
EQ-1008,2025-03-31,480,438,1.01,336,326
EQ-1008,2025-04-01,480,463,1.09,326,316
EQ-1008,2025-04-02,480,442,1.2,398,390
EQ-1008,2025-04-03,480,463,1.19,294,283
EQ-1008,2025-04-04,480,430,0.85,296,289
EQ-1008,2025-04-05,480,454,1.05,299,296
EQ-1008,2025-04-06,480,436,0.98,386,382
EQ-1008,2025-04-07,480,441,1.09,270,261
EQ-1008,2025-04-08,480,458,1.23,326,326
EQ-1008,2025-04-09,480,464,1.02,366,355
EQ-1008,2025-04-10,480,431,1.29,274,265
EQ-1008,2025-04-11,480,443,1.09,324,316
EQ-1008,2025-04-12,480,479,0.86,324,311
EQ-1008,2025-04-13,480,448,1.46,366,364
EQ-1008,2025-04-14,480,429,0.86,395,395
EQ-1008,2025-04-15,480,480,1.09,284,271
EQ-1008,2025-04-16,480,447,0.94,375,365
EQ-1008,2025-04-17,480,462,1.42,396,390
EQ-1008,2025-04-18,480,439,1.23,322,322
EQ-1008,2025-04-19,480,441,0.93,329,318
EQ-1008,2025-04-20,480,436,0.97,283,275
EQ-1008,2025-04-21,480,449,1.21,371,366
EQ-1008,2025-04-22,480,439,1.38,288,274
EQ-1008,2025-04-23,480,457,1.34,267,256
EQ-1008,2025-04-24,480,466,1.08,322,308
EQ-1008,2025-04-25,480,472,1.07,258,246
EQ-1008,2025-04-26,480,446,1.01,265,251
EQ-1008,2025-04-27,480,476,1.19,318,312
EQ-1008,2025-04-28,480,479,1.2,395,381
EQ-1008,2025-04-29,480,436,1.37,253,244
EQ-1008,2025-04-30,480,473,1.3,344,336
EQ-1008,2025-05-01,480,451,1.25,359,351
EQ-1008,2025-05-02,480,439,0.98,348,344
EQ-1008,2025-05-03,480,469,1.4,369,357
EQ-1008,2025-05-04,480,474,1.05,322,319
EQ-1008,2025-05-05,480,458,1.02,305,294
EQ-1008,2025-05-06,480,460,1.23,313,307
EQ-1008,2025-05-07,480,431,1.45,338,324
EQ-1008,2025-05-08,480,468,1.03,379,371
EQ-1008,2025-05-09,480,475,1.1,355,349
EQ-1008,2025-05-10,480,470,1.06,348,347
EQ-1008,2025-05-11,480,459,1.25,318,316
EQ-1008,2025-05-12,480,465,1.08,375,361
EQ-1008,2025-05-13,480,466,1.37,354,351
EQ-1008,2025-05-14,480,467,1.33,284,278
EQ-1008,2025-05-15,480,474,0.93,351,348
EQ-1008,2025-05-16,480,465,0.82,298,290
EQ-1008,2025-05-17,480,453,1.14,321,320
EQ-1008,2025-05-18,480,464,1.22,332,323
EQ-1008,2025-05-19,480,471,1.01,256,246
EQ-1008,2025-05-20,480,463,1.34,255,248
EQ-1008,2025-05-21,480,456,1.46,278,265
EQ-1008,2025-05-22,480,430,0.84,324,315
EQ-1008,2025-05-23,480,470,1.01,277,275
EQ-1008,2025-05-24,480,455,1.4,327,325
EQ-1008,2025-05-25,480,442,0.86,303,296
EQ-1008,2025-05-26,480,461,1.33,321,319
EQ-1008,2025-05-27,480,472,1.0,308,302
EQ-1008,2025-05-28,480,477,1.49,305,300
EQ-1008,2025-05-29,480,436,1.24,380,375
EQ-1008,2025-05-30,480,454,0.84,276,276
EQ-1008,2025-05-31,480,422,0.95,336,328
EQ-1008,2025-06-01,480,431,1.39,366,366
EQ-1008,2025-06-02,480,446,1.08,376,376
EQ-1008,2025-06-03,480,429,1.36,297,295
EQ-1008,2025-06-04,480,467,1.45,348,345
EQ-1008,2025-06-05,480,450,1.27,310,296
EQ-1008,2025-06-06,480,458,1.42,273,270
EQ-1008,2025-06-07,480,475,1.23,328,314
EQ-1008,2025-06-08,480,426,1.04,299,296
EQ-1008,2025-06-09,480,434,0.99,380,367
EQ-1008,2025-06-10,480,441,1.4,347,340
EQ-1008,2025-06-11,480,468,1.08,365,365
EQ-1008,2025-06-12,480,467,1.48,328,317
EQ-1008,2025-06-13,480,427,1.04,347,346
EQ-1008,2025-06-14,480,473,1.12,287,274
EQ-1008,2025-06-15,480,444,1.08,379,379
